subID,subName
GSL613G,CT technology 2
LÆK417G,Medical microbiology
HJÚ433G,Clinical Variety in Nursing
TÖL604M,Algorithms in Bioinformatics
SJÚ204F,Pediatric physical therapy
UMD078F,Introduction to data analysis using jamovi
SJÚ412G,Health Promotion II
LÆK410G,Biochemistry and Molecular Biology B
ÞJÓ605G,Sowing seeds: Dissemination and career development
LÆK501F,Preventive Medicine
MAN441L,MA Thesis in Anthropology
FER507G,Cultural and Heritage Tourism
LÆK507F,Management and quality issues
UPP442L,MIS Thesis in Information Science
ÞRÓ441L,MA Thesis in Development Studies
LÆK121G,Anatomy Ph. IA - General
SÁL247F,Treatment of Child and adolescent psychopathology
LÆK610F,Comprehensive Clinical Science Examination
FOR102G,Work methods in Archaeology
FOR102F,Viking Age Archaeology
LÆK511F,Forensic Medicine
FOR202G,Methods II
LÆK620F,Information technology in health sciences
TAN604M,Oral Medicine
IÐN222F,Field Course in Innovation and Entrepreneurship (I)
LSS211G,Science and art workshop
TAN530G,Periodontology IV clinical
STJ318G,US Politics
ÍSL320G,Language change and variation
JEÐ209F,Measurements and Models in Geodynamics
TAN529G,Fixed Prosthodontics IV
ÍSL340G,Phonetics and Phonology
VÉL510G,"Research, innovation and development"
ÍET404G,Teaching language in the multicultural classroom
VÉL049F,Selected Topics in Mechanical Engineering
LÆK120G,Anatomy IA - General
LÆK619F,Elective period
GSL414G,Fluoroscopy
HAG107G,Introduction to Economics
LÝÐ079F,Biostatistics III (Survival analysis)
LÆK226G,The Clinical Approach: Communication - doctor/patient  I
FFU301F,Parent education: Supporting parents in their role
LÆK404F,Psychiatry
LÆK304F,Psychiatry
LÆK307G,Pharmacology II
LÆK123G,To become/be a doctor
TÖL212M,Reasoned Programming
LEI102G,Anatomy
HJÚ532G,Nursing Research
LÆK514G,Pathology
LYF308G,Physical Pharmacy
FAR001L,PhD Thesis in Epidemiology
HJÚ821G,Nursing Research
TAN531G,Partial Dentures III clinical
TAN525G,Partial Dentures IV
IÐN502G,Engineering Economics
TAN516G,Endodontics IV
VIÐ265L,BS Thesis
ÍÞH049F,"Sleep, health and recovery"
TAN421G,Fixed Prosthodontics I
TAN518G,Operative Dentistry IV
KYN314G,"All that glitters is not gold: gender, equality and sustainability in Iceland"
FRA214G,French Literature and Culture
TAN310G,"Crown and Bridge, Preclin. II"
TAN411G,Clinical Oral Physiology III
IÐN303G,Technical systems
LÆK411G,The Clinical Approach: Behavioural Science - Psychology II
LÆK412G,"The Clinical Approach: The doctor, his patient and the illness II"
TAN311G,"Crown and Bridge, Preclin. II"
LÆK613F,Clinical toxicology
MOM201G,Languages and Cultures II: Intellectual and Linguistic History
HJÚ829G,Intensive care nursing
LSK001G,The preschool
LSK002G,Academic writing and critical reading
GKY102G,Integration and creative approach in teaching
ÍÞH113F,"Curricula, course assessment and fitness"
LÆK615G,"Clinical Method: The doctor, his patient and the illness III"
LAN018G,Internship for tourism and geography students
LÆK212G,Physiology I ON
KME109F,Research on early childhood education
LÆK213G,Physiology II ON
LSK003G,Language Development and Emergent Literacy
TAN424G,Endodontics II
STÆ415M,Stochastic Processes
LAN615G,Field Excursion Abroad
TAN413G,Operative Dentistry II
KYN106G,Introduction to Gender Studies
LSS309G,"Sustainability, nature and arts"
TSM608L,Final project
OSS120F,Strategic Public Relations
TAN507G,Operative Dentistry III
UME403G,Research methods II: Qualitative approach
KYN101F,General Gender Studies
MAL102F,Learning and teaching: Supporting children with special needs
MAL103F,Multilingualism and pedagogy
TAN509G,Endodontics III
TAN510G,Fixed Prosthodontics III
STM104F,Mentoring – Methods and approaches to mentoring
STJ303M,Leadership in Small States (previously The Power Potential of Small States)
FOR205G,Historical and Archaeological Approaches to Icelandic Medieval History
LÆK214G,Anatomy Ph. IIA
LÆK218G,Anatomy Ph. IIB
FER209G,Destination Iceland
SÁL628M,The neuroscience and psychology of learning and memory
LSS207G,Children´s literature – Literature for young children
STM443L,Final project
BLF101G,Journalism I
FRG003F,"Research Work Shop, Faculty of Social Work"
LSK010G,Education and Work with Information Technology
AMV106G,Language in Use: Conversation and Context
MVS011F,Action research
FRG068F,Research Seminars in Family Therapy
BLF102G,Icelandic language in the media
FÉL443G,Social media
LSS408G,"Preschool Education III - Curriculum,  professionalism and equality"
ÞÝS201G,Writing Skills in German II: Translation into German
GKY401G,Teaching reading and writing in the first years of primary school.
LSS204F,"Policy, curriculum and assessment"
VÉL120F,Geothermal Wells
HJÚ416G,Nutrition
LSK004G,"Movement and dramatic expression, inside and outside"
KME402G,Curriculum and Assessment
NSR009F,"Career development, intervention and programme evaluation"
FRA505G,Directed study: French fairy tales: from Marie de France to the Enlightenment
MAL003F,Behavior and emotions in childhood: Challenges and interventions
LSS206G,"Preschool Education II _Play, communication and documentation"
STM106F,Program evaluation in educational settings and health services
KME204G,Literacy and literacy learning
STJ201F,Practical Statistics
OSS204F,Administrative Law for Public Executives
STM215F,Mentoring and collaboration
ÞRS003M,Internalised oppression
LÆK117G,Biological Physics
STM212F,Theories of organizations
STM110F,Development in educational institutions
STM105F,Introduction to teaching studies at the university level
STM031F,Reflective practice and professional development
STM029F,Leadership in schools and education – field experience
GFR117G,Introduction: History of Christianity
GFR414G,History of Christianity and Politics
STM208F,Curriculum design and development
GFR805F,History of Christianity and Politics
STM209F,Assessment and feedback
TAN205G,Oral Diagnosis II
RÚT803F,Editing and design of printing tools
STM207F,Education and education policies in a local and global context
HJÚ618G,Clinical Geriatric Nursing
FMÞ001F,Introduction to quantitative research
UPP208F,Seminar in writing master's theses in anthropology and information science
LÝÐ561L,PhD Thesis in Public Health Sciences
LAN411G,"Surveys, interviews and fieldwork"
LÍF129F,Fisheries Ecology
MLT301F,The structure of Icelandic and language technology
TAN319G,Radiation Physics
FOR408G,Theoretical Archaeology
ÞRS214G,Power and marginalisation: utilisation of sociological theories
FRG106F,Integration of Practice and Theories: Practical Training I
GFR216G,The Theology of Martin Luther
LIS604F,"Fiction, narration and the experiential"
EVF201M,Production Processes and Technology
BYG302G,Materials Science
HÍT501M,Nutrition and training in youth
HSP541M,Seminar: Philosophy of peace and conflict in historical context
STJ461G,"Fear, Conspiracy and Distrust in Politics"
ÍSE102G,Grammar I
MAL202F,Upper secondary school students with special education needs
UPP010F,Practical project
NAF001F,Quality and evaluation in continuing education
LÖG244F,EU- EEA Law II
FÉL308G,Classical social theories
ÍSE241L,BA-thesis in Icelandic as a Second Language
ÍSE261L,BA-thesis in Icelandic as a Second Language
LÆK112G,Human Biology A
ÍSE305G,Phonetics and Phonology
ÍSE309G,Contemporary Literature and Literary Theory
ÍSE311G,Language and Language Acquisition
ÍSE405G,Language Usage II
UAU109F,Management of Protected Areas - Field course in Southeast Iceland
ÍSE501G,"Old Norse sagas and myths: Gods, heroes, and heroines"
LÍF536G,Field course in ecology
FRG401G,Ageing and Matters of the older people
VÉL504G,Automatic Control Systems
UME206F,Risk behavior and resilience among adolescents
FRG116F,The role of the social worker and developing professional identity
FRG110G,Working Methods in Social Work Studies
HSP202G,Ethics
UME601G,Academic writing and conference
FRG242F,Student Counseling
UME004M,Gender and education
BLF203G,Editorial meeting I
BLF201G,"Journalism II: News analysis, foreign news and interviews"
IÐN405G,Design & Experimental Execution
FRG313F,Student Counseling
STM201F,Field evaluation
UME011M,Human rights: Advancing social and ecological wellbeing
STJ343G,Local Government: Politics in Proximity
UME201G,Social Relationships in Educational Settings
SFG001G,Areas of conflict - challenges of multiculturalism
TÁK410G,"Icelandic Sign Language: Literature, culture, and linguistics"
STJ418G,Field Trip to the United States
TÁK207G,Sign Language Linguistics I
LÖG104F,Violent Crime from Women's Rights Perspective
VIÐ284M,Measuring Service Quality
LÖG123F,The Penalty System and Penal Policy
TÁK303G,Sign Language Linguistics II
UME204M,Trans children and the society
SJÚ102F,Physical therapy of the musculoskeletal system IIA
TÁK102G,Proficiency Course I
HJÚ314G,"Communication, safety and health education"
LÖG502G,Criminal Law I
LÖG228F,Property and Economic Crimes
TÓS103F,Well-being of educators: Reflection and peer supervision
SJÚ103F,Physical therapy of the musculoskeletal system IIB
FFR039F,Independent study in disability studies
UAU254F,Global fisheries and seafood
LÖG306G,Administrative Law I
LSS606G,Inclusive preschool education
LÆK516G,Physiology for engineering students
SJÚ411G,Modalities in physical therapy II - Theory and Practice of Training and Exercise
HVS202G,Introduction to multidisciplinary health sciences - The health science day
FÉL109G,Social psychology
FÉL323G,Media and Communication Studies
FÉL404G,Modern Theories in Social Science
ASK305M,"Contemporary Issues in International Affairs: Peace, Security and Conflict Resolution"
STM032F,Financial operation of schools
KME201F,Research with children and youths
FRG240F,Integrated services for children: Legislation on wellbeing
IÐN601M,Lean Management
FER101G,Introduction to tourism studies
UPP011F,Practical project
LAN308G,Tourism and Environment
STJ301M,Small States Theory: Opportunities and Constraints of Small States in the International System
UME006G,Life Worth Living - theoritical view and personal values
UME007G,Life worth living - practical use in education and pedagogy
LÆK515F,Elective period
KYN415G,Queer Studies
SÁL331F,Ethical principles in behavior analytic research and dissemination
LSS109F,The preschool and the toddlers
GFR104G,Introduction to the Old Testament
KYN212F,Queer Studies
UMD079F,Seminar in philosophy of education: Radical hope II
GFR326G,Hebrew
NÆR503M,Food Composition and Food Analysis
SFG102M,"Education, social justice and critical studies"
SFG203M,Equity in education and equality for all
ÍSL333G,Programming for the humanities
ENS620M,Writing with the land: Feminist Environments in 20th-century literature
LYF406G,Quality- and regulatory requirements in pharmaceutical manufacturing
ÞRS401G,Practicum
NSR007F,Counselling Theories
NÆR705F,Clinical Nutrition and pathology II
MAN078G,Arts as anthropological praxis
INT101G,Educational settings
ÍSE504G,Language Usage  III
ÍSE052G,Icelandic for Academic Purposes (B2)
RIT721F,Autofiction Workshop
ÞJÓ334G,Wonder Tales and Society
MAL104F,Inclusive education in a multicultural society: Theory and research
ABF333G,Epics – The Making of the Modern World
RIT722F,Speculative Nonfiction Workshop
ÍSE002G,Vocabulary and Grammar I
ÍSE001G,Self Study in Icelandic
RIT301F,Workshop: Experiments in Exploration
MAL204F,The pedagogy and organisation of support
ÍSE009G,Self Study in Icelandic II
VIÐ289F,Leadership and future of organizations
ÍSE025G,Basic Icelandic I
ÍSE030G,Speech and Expression I
LÖG243F,EU- EEA Law I
VIÐ0ALF,Key elements of marketing
ÍSE031G,Speech and Expression II
ÞJÓ439G,"Imagined Communities and Folk Culture: Nations, Images and Traditions"
ÍSE032G,Pronunciation and Listening I
ÍSE033G,Pronunciation and Listening II
ÞJÓ450G,The turf-house community
ÞJÓ212F,Vernacular Culture and the Aesthetics of Everyday Life
FMÞ201G,"Material Culture and Society: Objects, homes and bodies"
ÍSE053G,Reading and Language Usage II
ÍSE055G,Speaking and listening II
GSL209F,Seminar in Radiography
ÞRS006M,Coping skills and support
ÍSE014G,Icelandic Culture
ÍSE301G,Inflectional Morphology I
ÍSE302G,Language Usage I
ÍSE204G,Icelandic Language II
ÍSE404G,Icelandic History
ÍSE403G,Inflectional Morphology II
ÍSE054G,Speaking and listening I
GSL110F,Seminar in Radiography
ÍSE603G,Syntax II
ÍSE601G,Language in the Media
FRG308F,Professional Supervision and Skills II
ÍSE406G,Icelandic folktales
ÍSE602G,Icelandic Literature in Modern Age
ÍSE205G,Conversational practise II
ÍSE509G,Teaching Icelandic as a second language
ÍSE051G,Basic Icelandic II
ÍSE408G,Icelandic popular culture: Film and music
FMÞ501M,Regression analysis
ÍSE056G,Reading and Language Usage I
MAN401F,Seminar in writing master's theses in anthropology and information science
TÆK414G,Computer Aided Engineering
UAU107M,Climate Change
FÉL406G,Project in Sociology
FÉL410G,Project in Sociology
FÉL433G,Project in Sociology
FRG228F,"Alcohol and substance abuse II: Treatment programmes, methods and prevention of addiction"
MEK606G,Mechatronic Systems II
FRG243F,Approaches in treatment of chemical dependency (addictions)
TUG301G,Chemistry Fundamentals I
FRG119F,"Alcohol and substance abuse I: Policy, theories and multi-disciplinary approaches"
UGR206G,Calculus I for engineering technologists
UGR204G,Calculus II for engineering technologists
ÞÝÐ028F,Translation and Translation Technology
UGR107G,Linear Algebra for engineering technologists
GKY001M,Mentor in Sprettur
BYG401G,Computational Mechanics 1
VIÐ506G,Introduction to Project Management
RAF503G,Digital Signal Processing
JEÐ201G,General Geophysics
LÍF201G,Microbiology
LÍF619M,Ornithology
JAR616G,Applied Geology
JAR215F,Geochemical analysis
JEÐ116F,Geothermal Reservoir Physics/Engineering
UMV605M,Hydropower Plants
UAU114F,Internship in Environment and Natural Resources
JAR513G,Geological Mapping
JAR134F,Earth's surface geochemistry
UGR105G,Technical Drawing
UGR202G,Creative and critical Writing
TÆK606G,Introduction to Actuators and controls
TÆK412G,Machine Elements
TÆK208G,Technical Writing
UAU259F,System dynamics
LÍF055M,Ecology of the Deep Sea
EFN008G,Workshop for 1st year chemistry students
UAU261F,System Dynamics
BYG301G,Continuum Mechanics 1
BYG201G,Structural Analysis 1
BYG501G,Soil Mechanics and Foundation Engineering 1
UMV401G,Geographical Information Systems 1
UMV205M,Environmental Impact Assessment 1
RAF201G,Circuit Analysis
RAF401G,Circuit Analysis and Synthesis
RAF501G,Communication Engineering
RAF301G,Signals and Systems
RAF402G,Electromagnetic Field Theory
RAF502G,Automatic Control Systems
RAF504G,Electronics 2
TÖV301G,Computer Organization
RAF101G,Introduction to Computer and Electric Engineering
RAF602M,Linear Systems
TÖV501M,Computer Architecture
TÖL303G,Data Base Theory and Practice
TÖL304G,Programming Languages
TÖL503M,Distributed Systems
STÆ310M,Theory of linear models
EÐL616M,Modern Experimental Physics
JEÐ502M,Groundwater Hydrology
EÐL401M,Atmospheric Physics
JEÐ505G,Current Crustal Movements
LÍF214G,Zoology - Invertebrates
LÍF102G,Plant Biology I
LÍF311G,Ecology
LÍF505M,Ecology B
LÍF410G,Animal Physiology
LÍF313G,Zoology - Vertebrates
LÍF543G,Entomology
JAR101G,Earth Dynamics
JAR211G,Mineralogy
JAR625M,"Metamorphism, hydrothermal alteration and weathering"
LAN105G,Study skills for geography and tourism
LAN104G,Human Geography
LAN517G,Geographical Perspectives
LAN219G,Weather and Climate
LAN514G,Regional Development
LAN610M,Urban and regional planning
LAN617G,Geographical Information Systems 2
JAR312G,Igneous Petrology
JAR516M,Quaternary Environments
TÖV602M,Embedded Systems Engineering
LÍF314G,Biochemistry laboratory for biology majors
JAR508M,Geothermal energy
BYG221F,Design of Transportation Infrastructure
BYG223F,Structural Analysis 2
LÍF108G,Diversity of life
LAN107G,Icelandic nature
LAN205G,The art of travel
FER208G,Organizational behaviour and employee competence in tourism
LAN305G,The globalised economy
FER111F,Tourism Planning and Policy
LAN616G,Remote sensing and environmental monitoring
LAN214F,Northern tourism: Performances and Experiences
FER110F,Cultural and heritage tourism
JAR251F,Application of Remote Sensing in Earth Sciences
TÆK508G,Differential Equations
JAR314G,Earth Evolution 1
JAR421G,Earth Evolution 2
JEÐ301G,Tectonics
JAR420G,Remote sensing and geographical information systems in geological observations
LÍF540G,Genetics B
RAF617M,Fundaments of the Internet
LAN116F,Introduction to Cartography and Geovisualisation
LAN623G,Environmental and social responsibility in tourism
RAF620M,Introduction to machine learning and artificial intelligence
LÍF659M,Genomics and bioinformatics
UGR104G,General Physics I for engineering technologists
TÆK302G,Digital Circuits I
TUG402G,Thermodynamics and Heat Transfer
TÆK501G,Data Aquisition and Processing
TÆK701G,Applied Statistics
MEK605G,Mechatronic Systems I
HBV505M,Software Quality Management
MEK5A6G,Computer Programming III - Data Structures and Algorithms
UMV501M,Membrane Technology
LÍF319G,Histology
EVF401M,Separations
TÖL025M,Introduction to language technology
FER214F,Sustainable Tourism Development in Northern Environment
LAN513M,Natural hazards: Physical Processes
VON001G,Undirbúningur í stærðfræði
FER306G,Marketing for Hospitality and Tourism
FER307G,Marketing for Hospitality and Tourism
HBV202G,Software Design and Construction
IÐN231F,Project in Operation Research
FER606M,Innovation in turism
LAN024F,ISLANDS - Visualisation and Science Communication
UMV002G,Internship for civil and environmental engineering
TÖL213M,Applied Cryptography
UMV504G,Sustainable City
EÐL014G,Workshop for 1st year physics students
EFN009G,Workshop for 1st year chemistry students
TÖL212F,Governance of the Internet
TÖL605M,Fundamentals of Ethical Hacking
STÆ414G,Non-Life Insurance Mathematics
LAN219L,BS-project in geography (individual)
EÐL520M,Condensed Matter Physics 1
STÆ105G,Practical Mathematical Analysis
STÆ210G,Introduction to Probability Theory
STÆ302G,Mathematical Analysis III
BYG101M,"Structures, Actions and Reliability"
UMV114F,Natural Catastrophes
UMV203G,Geology for Engineers
